sample_index,method,top_k,num_gold_sf,num_retrieved_sf,correct_matches,recall,precision,f1
0,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
0,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
1,BM25_Only,3,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666
1,BM25_Only,4,3,4,2,0.6666666666666666,0.5,0.5714285714285715
1,BM25_Only,5,3,5,2,0.6666666666666666,0.4,0.5
1,BM25_Only,6,3,6,2,0.6666666666666666,0.3333333333333333,0.4444444444444444
1,BM25_Only,7,3,7,2,0.6666666666666666,0.2857142857142857,0.4
1,BM25_Only,8,3,8,2,0.6666666666666666,0.25,0.3636363636363636
1,BM25_Only,9,3,9,2,0.6666666666666666,0.2222222222222222,0.3333333333333333
1,BM25_Only,10,3,10,3,1.0,0.3,0.4615384615384615
2,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
2,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
3,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
3,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
4,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
4,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
4,BM25_Only,5,2,5,1,0.5,0.2,0.2857142857142857
4,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
5,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
5,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
5,BM25_Only,5,2,5,1,0.5,0.2,0.2857142857142857
5,BM25_Only,6,2,6,1,0.5,0.1666666666666666,0.25
5,BM25_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
5,BM25_Only,8,2,8,1,0.5,0.125,0.2
5,BM25_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
5,BM25_Only,10,2,10,1,0.5,0.1,0.1666666666666666
5,BM25_Only,11,2,11,1,0.5,0.0909090909090909,0.1538461538461538
5,BM25_Only,12,2,12,1,0.5,0.0833333333333333,0.1428571428571428
5,BM25_Only,13,2,13,2,1.0,0.1538461538461538,0.2666666666666667
6,BM25_Only,3,3,3,0,0.0,0.0,0.0
6,BM25_Only,4,3,4,1,0.3333333333333333,0.25,0.2857142857142857
6,BM25_Only,5,3,5,1,0.3333333333333333,0.2,0.25
6,BM25_Only,6,3,6,1,0.3333333333333333,0.1666666666666666,0.2222222222222222
6,BM25_Only,7,3,7,1,0.3333333333333333,0.1428571428571428,0.2
6,BM25_Only,8,3,8,1,0.3333333333333333,0.125,0.1818181818181818
6,BM25_Only,9,3,9,2,0.6666666666666666,0.2222222222222222,0.3333333333333333
6,BM25_Only,10,3,10,2,0.6666666666666666,0.2,0.3076923076923076
6,BM25_Only,11,3,11,2,0.6666666666666666,0.1818181818181818,0.2857142857142857
6,BM25_Only,12,3,12,2,0.6666666666666666,0.1666666666666666,0.2666666666666666
6,BM25_Only,13,3,13,2,0.6666666666666666,0.1538461538461538,0.25
6,BM25_Only,14,3,14,2,0.6666666666666666,0.1428571428571428,0.2352941176470588
6,BM25_Only,15,3,15,2,0.6666666666666666,0.1333333333333333,0.2222222222222222
6,BM25_Only,16,3,16,2,0.6666666666666666,0.125,0.2105263157894736
6,BM25_Only,17,3,17,3,1.0,0.1764705882352941,0.3
7,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
7,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
8,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
8,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
9,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
9,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
9,BM25_Only,5,2,5,1,0.5,0.2,0.2857142857142857
9,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
10,BM25_Only,3,4,3,2,0.5,0.6666666666666666,0.5714285714285715
10,BM25_Only,4,4,4,2,0.5,0.5,0.5
10,BM25_Only,5,4,5,2,0.5,0.4,0.4444444444444445
10,BM25_Only,6,4,6,2,0.5,0.3333333333333333,0.4
10,BM25_Only,7,4,7,2,0.5,0.2857142857142857,0.3636363636363636
10,BM25_Only,8,4,8,2,0.5,0.25,0.3333333333333333
10,BM25_Only,9,4,9,2,0.5,0.2222222222222222,0.3076923076923076
10,BM25_Only,10,4,10,2,0.5,0.2,0.2857142857142857
10,BM25_Only,11,4,11,2,0.5,0.1818181818181818,0.2666666666666666
10,BM25_Only,12,4,12,2,0.5,0.1666666666666666,0.25
10,BM25_Only,13,4,13,2,0.5,0.1538461538461538,0.2352941176470588
10,BM25_Only,14,4,14,2,0.5,0.1428571428571428,0.2222222222222222
10,BM25_Only,15,4,15,2,0.5,0.1333333333333333,0.2105263157894737
10,BM25_Only,16,4,16,3,0.75,0.1875,0.3
10,BM25_Only,17,4,17,3,0.75,0.1764705882352941,0.2857142857142857
10,BM25_Only,18,4,18,3,0.75,0.1666666666666666,0.2727272727272727
10,BM25_Only,19,4,19,3,0.75,0.1578947368421052,0.2608695652173913
10,BM25_Only,20,4,20,3,0.75,0.15,0.2499999999999999
11,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
11,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
11,BM25_Only,5,2,5,1,0.5,0.2,0.2857142857142857
11,BM25_Only,6,2,6,1,0.5,0.1666666666666666,0.25
11,BM25_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
11,BM25_Only,8,2,8,1,0.5,0.125,0.2
11,BM25_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
11,BM25_Only,10,2,10,1,0.5,0.1,0.1666666666666666
11,BM25_Only,11,2,11,1,0.5,0.0909090909090909,0.1538461538461538
11,BM25_Only,12,2,12,1,0.5,0.0833333333333333,0.1428571428571428
11,BM25_Only,13,2,13,1,0.5,0.0769230769230769,0.1333333333333333
11,BM25_Only,14,2,14,1,0.5,0.0714285714285714,0.125
11,BM25_Only,15,2,15,1,0.5,0.0666666666666666,0.1176470588235294
11,BM25_Only,16,2,16,1,0.5,0.0625,0.1111111111111111
11,BM25_Only,17,2,17,1,0.5,0.0588235294117647,0.1052631578947368
11,BM25_Only,18,2,18,2,1.0,0.1111111111111111,0.1999999999999999
12,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
12,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
12,BM25_Only,5,2,5,1,0.5,0.2,0.2857142857142857
12,BM25_Only,6,2,6,1,0.5,0.1666666666666666,0.25
12,BM25_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
12,BM25_Only,8,2,8,1,0.5,0.125,0.2
12,BM25_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
12,BM25_Only,10,2,10,1,0.5,0.1,0.1666666666666666
12,BM25_Only,11,2,11,1,0.5,0.0909090909090909,0.1538461538461538
12,BM25_Only,12,2,12,1,0.5,0.0833333333333333,0.1428571428571428
12,BM25_Only,13,2,13,1,0.5,0.0769230769230769,0.1333333333333333
12,BM25_Only,14,2,14,1,0.5,0.0714285714285714,0.125
12,BM25_Only,15,2,15,1,0.5,0.0666666666666666,0.1176470588235294
12,BM25_Only,16,2,16,1,0.5,0.0625,0.1111111111111111
12,BM25_Only,17,2,17,1,0.5,0.0588235294117647,0.1052631578947368
12,BM25_Only,18,2,18,1,0.5,0.0555555555555555,0.0999999999999999
12,BM25_Only,19,2,19,1,0.5,0.0526315789473684,0.0952380952380952
12,BM25_Only,20,2,20,1,0.5,0.05,0.0909090909090909
13,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
13,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
13,BM25_Only,5,2,5,1,0.5,0.2,0.2857142857142857
13,BM25_Only,6,2,6,1,0.5,0.1666666666666666,0.25
13,BM25_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
13,BM25_Only,8,2,8,1,0.5,0.125,0.2
13,BM25_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
13,BM25_Only,10,2,10,1,0.5,0.1,0.1666666666666666
13,BM25_Only,11,2,11,1,0.5,0.0909090909090909,0.1538461538461538
13,BM25_Only,12,2,12,1,0.5,0.0833333333333333,0.1428571428571428
13,BM25_Only,13,2,13,1,0.5,0.0769230769230769,0.1333333333333333
13,BM25_Only,14,2,14,1,0.5,0.0714285714285714,0.125
13,BM25_Only,15,2,15,1,0.5,0.0666666666666666,0.1176470588235294
13,BM25_Only,16,2,16,2,1.0,0.125,0.2222222222222222
14,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
14,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
14,BM25_Only,5,2,5,1,0.5,0.2,0.2857142857142857
14,BM25_Only,6,2,6,1,0.5,0.1666666666666666,0.25
14,BM25_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
14,BM25_Only,8,2,8,1,0.5,0.125,0.2
14,BM25_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
14,BM25_Only,10,2,10,1,0.5,0.1,0.1666666666666666
14,BM25_Only,11,2,11,1,0.5,0.0909090909090909,0.1538461538461538
14,BM25_Only,12,2,12,1,0.5,0.0833333333333333,0.1428571428571428
14,BM25_Only,13,2,13,1,0.5,0.0769230769230769,0.1333333333333333
14,BM25_Only,14,2,14,2,1.0,0.1428571428571428,0.25
15,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
15,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
16,BM25_Only,3,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666
16,BM25_Only,4,3,4,2,0.6666666666666666,0.5,0.5714285714285715
16,BM25_Only,5,3,5,2,0.6666666666666666,0.4,0.5
16,BM25_Only,6,3,6,3,1.0,0.5,0.6666666666666666
17,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
17,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
17,BM25_Only,5,2,5,1,0.5,0.2,0.2857142857142857
17,BM25_Only,6,2,6,1,0.5,0.1666666666666666,0.25
17,BM25_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
17,BM25_Only,8,2,8,1,0.5,0.125,0.2
17,BM25_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
17,BM25_Only,10,2,10,1,0.5,0.1,0.1666666666666666
17,BM25_Only,11,2,11,1,0.5,0.0909090909090909,0.1538461538461538
17,BM25_Only,12,2,12,1,0.5,0.0833333333333333,0.1428571428571428
17,BM25_Only,13,2,13,1,0.5,0.0769230769230769,0.1333333333333333
17,BM25_Only,14,2,14,1,0.5,0.0714285714285714,0.125
17,BM25_Only,15,2,15,1,0.5,0.0666666666666666,0.1176470588235294
17,BM25_Only,16,2,16,1,0.5,0.0625,0.1111111111111111
17,BM25_Only,17,2,17,1,0.5,0.0588235294117647,0.1052631578947368
17,BM25_Only,18,2,18,1,0.5,0.0555555555555555,0.0999999999999999
17,BM25_Only,19,2,19,1,0.5,0.0526315789473684,0.0952380952380952
17,BM25_Only,20,2,20,1,0.5,0.05,0.0909090909090909
18,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
18,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
19,BM25_Only,3,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666
19,BM25_Only,4,3,4,2,0.6666666666666666,0.5,0.5714285714285715
19,BM25_Only,5,3,5,2,0.6666666666666666,0.4,0.5
19,BM25_Only,6,3,6,2,0.6666666666666666,0.3333333333333333,0.4444444444444444
19,BM25_Only,7,3,7,2,0.6666666666666666,0.2857142857142857,0.4
19,BM25_Only,8,3,8,2,0.6666666666666666,0.25,0.3636363636363636
19,BM25_Only,9,3,9,3,1.0,0.3333333333333333,0.5
20,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
20,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
21,BM25_Only,3,2,3,0,0.0,0.0,0.0
21,BM25_Only,4,2,4,0,0.0,0.0,0.0
21,BM25_Only,5,2,5,1,0.5,0.2,0.2857142857142857
21,BM25_Only,6,2,6,1,0.5,0.1666666666666666,0.25
21,BM25_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
21,BM25_Only,8,2,8,1,0.5,0.125,0.2
21,BM25_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
21,BM25_Only,10,2,10,1,0.5,0.1,0.1666666666666666
21,BM25_Only,11,2,11,1,0.5,0.0909090909090909,0.1538461538461538
21,BM25_Only,12,2,12,1,0.5,0.0833333333333333,0.1428571428571428
21,BM25_Only,13,2,13,1,0.5,0.0769230769230769,0.1333333333333333
21,BM25_Only,14,2,14,1,0.5,0.0714285714285714,0.125
21,BM25_Only,15,2,15,1,0.5,0.0666666666666666,0.1176470588235294
21,BM25_Only,16,2,16,1,0.5,0.0625,0.1111111111111111
21,BM25_Only,17,2,17,1,0.5,0.0588235294117647,0.1052631578947368
21,BM25_Only,18,2,18,1,0.5,0.0555555555555555,0.0999999999999999
21,BM25_Only,19,2,19,1,0.5,0.0526315789473684,0.0952380952380952
21,BM25_Only,20,2,20,1,0.5,0.05,0.0909090909090909
22,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
22,BM25_Only,6,2,5,2,1.0,0.4,0.5714285714285715
23,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
23,BM25_Only,4,2,4,2,1.0,0.5,0.6666666666666666
23,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
24,BM25_Only,3,2,3,0,0.0,0.0,0.0
24,BM25_Only,4,2,4,0,0.0,0.0,0.0
24,BM25_Only,5,2,5,0,0.0,0.0,0.0
24,BM25_Only,6,2,6,0,0.0,0.0,0.0
24,BM25_Only,7,2,7,0,0.0,0.0,0.0
24,BM25_Only,8,2,8,0,0.0,0.0,0.0
24,BM25_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
24,BM25_Only,10,2,10,1,0.5,0.1,0.1666666666666666
24,BM25_Only,11,2,11,1,0.5,0.0909090909090909,0.1538461538461538
24,BM25_Only,12,2,12,1,0.5,0.0833333333333333,0.1428571428571428
24,BM25_Only,13,2,13,1,0.5,0.0769230769230769,0.1333333333333333
24,BM25_Only,14,2,14,1,0.5,0.0714285714285714,0.125
24,BM25_Only,15,2,15,1,0.5,0.0666666666666666,0.1176470588235294
24,BM25_Only,16,2,16,1,0.5,0.0625,0.1111111111111111
24,BM25_Only,17,2,17,1,0.5,0.0588235294117647,0.1052631578947368
24,BM25_Only,18,2,18,1,0.5,0.0555555555555555,0.0999999999999999
24,BM25_Only,19,2,19,1,0.5,0.0526315789473684,0.0952380952380952
24,BM25_Only,20,2,20,1,0.5,0.05,0.0909090909090909
25,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
25,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
26,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
26,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
27,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
27,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
27,BM25_Only,5,2,5,1,0.5,0.2,0.2857142857142857
27,BM25_Only,6,2,6,1,0.5,0.1666666666666666,0.25
27,BM25_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
27,BM25_Only,8,2,8,2,1.0,0.25,0.4
28,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
28,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
28,BM25_Only,5,2,5,1,0.5,0.2,0.2857142857142857
28,BM25_Only,6,2,6,1,0.5,0.1666666666666666,0.25
28,BM25_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
28,BM25_Only,8,2,8,1,0.5,0.125,0.2
28,BM25_Only,9,2,9,2,1.0,0.2222222222222222,0.3636363636363636
29,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
29,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
30,BM25_Only,3,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666
30,BM25_Only,4,3,4,3,1.0,0.75,0.8571428571428571
30,BM25_Only,6,3,6,3,1.0,0.5,0.6666666666666666
31,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
31,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
31,BM25_Only,5,2,5,1,0.5,0.2,0.2857142857142857
31,BM25_Only,6,2,6,1,0.5,0.1666666666666666,0.25
31,BM25_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
31,BM25_Only,8,2,8,1,0.5,0.125,0.2
31,BM25_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
31,BM25_Only,10,2,10,2,1.0,0.2,0.3333333333333333
32,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
32,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
33,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
33,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
33,BM25_Only,5,2,5,1,0.5,0.2,0.2857142857142857
33,BM25_Only,6,2,6,1,0.5,0.1666666666666666,0.25
33,BM25_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
33,BM25_Only,8,2,8,1,0.5,0.125,0.2
33,BM25_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
33,BM25_Only,10,2,10,1,0.5,0.1,0.1666666666666666
33,BM25_Only,11,2,11,2,1.0,0.1818181818181818,0.3076923076923077
34,BM25_Only,3,5,3,2,0.4,0.6666666666666666,0.5
34,BM25_Only,4,5,4,2,0.4,0.5,0.4444444444444445
34,BM25_Only,5,5,5,2,0.4,0.4,0.4000000000000001
34,BM25_Only,6,5,6,2,0.4,0.3333333333333333,0.3636363636363636
34,BM25_Only,7,5,7,3,0.6,0.4285714285714285,0.5
34,BM25_Only,8,5,8,3,0.6,0.375,0.4615384615384615
34,BM25_Only,9,5,9,3,0.6,0.3333333333333333,0.4285714285714285
34,BM25_Only,10,5,10,3,0.6,0.3,0.4
34,BM25_Only,11,5,11,3,0.6,0.2727272727272727,0.3749999999999999
34,BM25_Only,12,5,12,3,0.6,0.25,0.3529411764705882
34,BM25_Only,13,5,13,4,0.8,0.3076923076923077,0.4444444444444444
34,BM25_Only,14,5,14,4,0.8,0.2857142857142857,0.4210526315789473
34,BM25_Only,15,5,15,4,0.8,0.2666666666666666,0.4
34,BM25_Only,16,5,16,4,0.8,0.25,0.3809523809523809
34,BM25_Only,17,5,17,4,0.8,0.2352941176470588,0.3636363636363636
34,BM25_Only,18,5,18,4,0.8,0.2222222222222222,0.3478260869565218
34,BM25_Only,19,5,19,4,0.8,0.2105263157894736,0.3333333333333333
34,BM25_Only,20,5,20,4,0.8,0.2,0.32
35,BM25_Only,3,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666
35,BM25_Only,4,3,4,2,0.6666666666666666,0.5,0.5714285714285715
35,BM25_Only,5,3,5,2,0.6666666666666666,0.4,0.5
35,BM25_Only,6,3,6,2,0.6666666666666666,0.3333333333333333,0.4444444444444444
35,BM25_Only,7,3,7,2,0.6666666666666666,0.2857142857142857,0.4
35,BM25_Only,8,3,8,2,0.6666666666666666,0.25,0.3636363636363636
35,BM25_Only,9,3,9,2,0.6666666666666666,0.2222222222222222,0.3333333333333333
35,BM25_Only,10,3,10,2,0.6666666666666666,0.2,0.3076923076923076
35,BM25_Only,11,3,11,2,0.6666666666666666,0.1818181818181818,0.2857142857142857
35,BM25_Only,12,3,12,2,0.6666666666666666,0.1666666666666666,0.2666666666666666
35,BM25_Only,13,3,13,2,0.6666666666666666,0.1538461538461538,0.25
35,BM25_Only,14,3,14,2,0.6666666666666666,0.1428571428571428,0.2352941176470588
35,BM25_Only,15,3,15,2,0.6666666666666666,0.1333333333333333,0.2222222222222222
35,BM25_Only,16,3,16,2,0.6666666666666666,0.125,0.2105263157894736
35,BM25_Only,17,3,17,2,0.6666666666666666,0.1176470588235294,0.2
35,BM25_Only,18,3,18,2,0.6666666666666666,0.1111111111111111,0.1904761904761905
35,BM25_Only,19,3,19,2,0.6666666666666666,0.1052631578947368,0.1818181818181818
35,BM25_Only,20,3,20,2,0.6666666666666666,0.1,0.1739130434782609
36,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
36,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
36,BM25_Only,5,2,5,2,1.0,0.4,0.5714285714285715
36,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
37,BM25_Only,3,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666
37,BM25_Only,4,3,4,2,0.6666666666666666,0.5,0.5714285714285715
37,BM25_Only,5,3,5,2,0.6666666666666666,0.4,0.5
37,BM25_Only,6,3,6,2,0.6666666666666666,0.3333333333333333,0.4444444444444444
37,BM25_Only,7,3,7,2,0.6666666666666666,0.2857142857142857,0.4
37,BM25_Only,8,3,8,2,0.6666666666666666,0.25,0.3636363636363636
37,BM25_Only,9,3,9,2,0.6666666666666666,0.2222222222222222,0.3333333333333333
37,BM25_Only,10,3,10,2,0.6666666666666666,0.2,0.3076923076923076
37,BM25_Only,11,3,11,2,0.6666666666666666,0.1818181818181818,0.2857142857142857
37,BM25_Only,12,3,12,2,0.6666666666666666,0.1666666666666666,0.2666666666666666
37,BM25_Only,13,3,13,2,0.6666666666666666,0.1538461538461538,0.25
37,BM25_Only,14,3,14,2,0.6666666666666666,0.1428571428571428,0.2352941176470588
37,BM25_Only,15,3,15,2,0.6666666666666666,0.1333333333333333,0.2222222222222222
37,BM25_Only,16,3,16,2,0.6666666666666666,0.125,0.2105263157894736
37,BM25_Only,17,3,17,2,0.6666666666666666,0.1176470588235294,0.2
37,BM25_Only,18,3,18,2,0.6666666666666666,0.1111111111111111,0.1904761904761905
37,BM25_Only,19,3,19,2,0.6666666666666666,0.1052631578947368,0.1818181818181818
37,BM25_Only,20,3,20,2,0.6666666666666666,0.1,0.1739130434782609
38,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
38,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
38,BM25_Only,5,2,5,1,0.5,0.2,0.2857142857142857
38,BM25_Only,6,2,6,1,0.5,0.1666666666666666,0.25
38,BM25_Only,7,2,7,2,1.0,0.2857142857142857,0.4444444444444445
39,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
39,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
40,BM25_Only,3,4,3,1,0.25,0.3333333333333333,0.2857142857142857
40,BM25_Only,4,4,4,1,0.25,0.25,0.25
40,BM25_Only,5,4,5,1,0.25,0.2,0.2222222222222222
40,BM25_Only,6,4,6,1,0.25,0.1666666666666666,0.2
40,BM25_Only,7,4,7,1,0.25,0.1428571428571428,0.1818181818181818
40,BM25_Only,8,4,8,1,0.25,0.125,0.1666666666666666
40,BM25_Only,9,4,9,1,0.25,0.1111111111111111,0.1538461538461538
40,BM25_Only,10,4,10,1,0.25,0.1,0.1428571428571428
40,BM25_Only,11,4,11,1,0.25,0.0909090909090909,0.1333333333333333
40,BM25_Only,12,4,12,1,0.25,0.0833333333333333,0.125
40,BM25_Only,13,4,13,1,0.25,0.0769230769230769,0.1176470588235294
40,BM25_Only,14,4,14,1,0.25,0.0714285714285714,0.1111111111111111
40,BM25_Only,15,4,15,1,0.25,0.0666666666666666,0.1052631578947368
40,BM25_Only,16,4,16,1,0.25,0.0625,0.1
40,BM25_Only,17,4,17,1,0.25,0.0588235294117647,0.0952380952380952
40,BM25_Only,18,4,18,1,0.25,0.0555555555555555,0.0909090909090909
40,BM25_Only,19,4,19,1,0.25,0.0526315789473684,0.0869565217391304
40,BM25_Only,20,4,20,1,0.25,0.05,0.0833333333333333
41,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
41,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
42,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
42,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
42,BM25_Only,5,2,5,1,0.5,0.2,0.2857142857142857
42,BM25_Only,6,2,6,1,0.5,0.1666666666666666,0.25
42,BM25_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
42,BM25_Only,8,2,8,1,0.5,0.125,0.2
42,BM25_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
42,BM25_Only,10,2,10,1,0.5,0.1,0.1666666666666666
42,BM25_Only,11,2,11,1,0.5,0.0909090909090909,0.1538461538461538
42,BM25_Only,12,2,12,1,0.5,0.0833333333333333,0.1428571428571428
42,BM25_Only,13,2,13,1,0.5,0.0769230769230769,0.1333333333333333
42,BM25_Only,14,2,14,1,0.5,0.0714285714285714,0.125
42,BM25_Only,15,2,15,1,0.5,0.0666666666666666,0.1176470588235294
42,BM25_Only,16,2,16,1,0.5,0.0625,0.1111111111111111
42,BM25_Only,17,2,17,1,0.5,0.0588235294117647,0.1052631578947368
42,BM25_Only,18,2,18,1,0.5,0.0555555555555555,0.0999999999999999
42,BM25_Only,19,2,19,1,0.5,0.0526315789473684,0.0952380952380952
42,BM25_Only,20,2,20,1,0.5,0.05,0.0909090909090909
43,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
43,BM25_Only,4,2,4,2,1.0,0.5,0.6666666666666666
43,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
44,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
44,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
44,BM25_Only,5,2,5,2,1.0,0.4,0.5714285714285715
44,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
45,BM25_Only,3,2,3,0,0.0,0.0,0.0
45,BM25_Only,4,2,4,0,0.0,0.0,0.0
45,BM25_Only,5,2,5,0,0.0,0.0,0.0
45,BM25_Only,6,2,6,1,0.5,0.1666666666666666,0.25
45,BM25_Only,7,2,7,2,1.0,0.2857142857142857,0.4444444444444445
46,BM25_Only,3,3,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
46,BM25_Only,4,3,4,1,0.3333333333333333,0.25,0.2857142857142857
46,BM25_Only,5,3,5,1,0.3333333333333333,0.2,0.25
46,BM25_Only,6,3,6,2,0.6666666666666666,0.3333333333333333,0.4444444444444444
46,BM25_Only,7,3,7,3,1.0,0.4285714285714285,0.6
47,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
47,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
48,BM25_Only,3,2,3,2,1.0,0.6666666666666666,0.8
48,BM25_Only,6,2,6,2,1.0,0.3333333333333333,0.5
49,BM25_Only,3,3,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
49,BM25_Only,4,3,4,1,0.3333333333333333,0.25,0.2857142857142857
49,BM25_Only,5,3,5,1,0.3333333333333333,0.2,0.25
49,BM25_Only,6,3,6,1,0.3333333333333333,0.1666666666666666,0.2222222222222222
49,BM25_Only,7,3,7,1,0.3333333333333333,0.1428571428571428,0.2
49,BM25_Only,8,3,8,1,0.3333333333333333,0.125,0.1818181818181818
49,BM25_Only,9,3,9,2,0.6666666666666666,0.2222222222222222,0.3333333333333333
49,BM25_Only,10,3,10,2,0.6666666666666666,0.2,0.3076923076923076
49,BM25_Only,11,3,11,2,0.6666666666666666,0.1818181818181818,0.2857142857142857
49,BM25_Only,12,3,12,3,1.0,0.25,0.4
50,BM25_Only,3,2,3,1,0.5,0.3333333333333333,0.4
50,BM25_Only,4,2,4,1,0.5,0.25,0.3333333333333333
